id,meas
1,0.870557940204299
2,-0.531828441164592
3,0.496730629477616
4,-0.280488279911429
5,0.703232560931464
6,0.901461536739984
7,1.14213652988787
8,0.822264902420442
9,-0.422567540263349
10,0.452383672555248
11,-1.42437186689563
12,0.475111453424596
13,-1.81607211628913
14,-0.36514354342517
15,1.04380238070217
16,-0.343640598055569
17,-0.0839495353485069
18,-0.590586035418025
19,-0.60290141157024
20,1.16874819015481
21,-1.80896194483784
22,1.3955196825952
23,-1.59926525284686
24,2.99696482296624
25,0.896334356082775
26,1.37213222039612
27,-0.748907656667884
28,-1.67080589704411
29,0.828693402044806
30,-0.336706964625033
31,-0.546475450853978
32,-1.77914472131895
33,0.398024724832523
34,-0.415234221153526
35,0.717695882845747
36,-0.0328555687085439
37,2.25655240962675
38,-0.30337525942842
39,-2.42408539742128
40,1.19837595909792
41,0.68210168993044
42,0.0600984354946
43,-0.989482096676233
44,-1.10389872015216
45,1.91565518465907
46,-0.187436882361106
47,-0.8907749846783
48,-0.78549186559646
49,1.23264746754035
50,2.4923308682379
51,-1.20443627346659
52,-2.92528315958821
53,-0.118140414133607
54,-1.21874464218803
55,-0.501310073514588
56,0.0300976215940441
57,1.09467706576669
58,0.99674015658339
59,0.393717643281053
60,0.147281846884449
61,0.960560392842936
62,0.0310107920403737
63,-2.21375865721028
64,0.0286966049019754
65,-1.82936709329187
66,0.496022782393823
67,-0.799556831712357
68,0.29193288811191
69,0.584240694812126
70,-0.549715715100704
71,1.49626314272369
72,0.0487977367567559
73,-0.585012092429139
74,-0.629966336034449
75,-1.18403870189072
76,-0.732894721456096
77,0.555502942016225
78,0.407801811951876
79,0.176347564924928
80,-0.495301034034514
81,0.90015000034391
82,0.538527857311235
83,-0.917081582573825
84,-1.99503647753815
85,0.341971044298257
86,-0.623531719016386
87,-0.40694364800286
88,-0.234490651806153
89,-0.985029417295764
90,-0.63920375433698
91,1.12859518024699
92,0.371006579992948
93,-1.67269738638205
94,1.43008446163779
95,-0.0616550318709269
96,1.53089732410709
97,0.256972522148557
98,-1.88958673586463
99,2.02153473892141
100,0.337015546513591
101,-0.0888973702673972
102,-0.290905391109927
103,2.69137017526963
104,0.582845939734179
105,0.664437653669982
106,1.01984739701943
107,2.14891948561878
108,0.0108757191298895
109,-0.372558976528979
110,1.92230196524273
111,-1.30910380550044
112,-1.17580229982127
113,0.00107023195680786
114,1.51794593375644
115,0.0912705212764789
116,-1.38373053321481
117,0.353852350415118
118,1.23861718454569
119,-0.682379693671293
120,-0.87933106219205
121,0.734581618521889
122,0.398741492603353
123,-1.41729353758944
124,-1.31756973083268
125,1.29426696677047
126,0.0703882619689588
127,0.575610143362479
128,0.470218556807513
129,-0.357749374594596
130,1.40726620701245
131,-0.830081564209554
132,-0.0153126888271532
133,-0.858809125980481
134,0.648741082175226
135,-0.456110192114931
136,1.10309416930745
137,0.051589187582472
138,1.53986548474725
139,-1.06590714247065
140,-0.439430055902542
141,1.25925925414144
142,0.549990552292053
143,0.273149602128198
144,-0.74137645451011
145,-0.981314737631692
146,-0.917226037194211
147,1.3283665801317
148,0.647051997353495
149,0.449624006836907
150,-0.626961115914568
151,-0.0455665748363157
152,0.407166196735385
153,-0.13694290538894
154,-1.51782911559543
155,-0.244944520584491
156,-0.0430859973441162
157,0.00310954066748264
158,0.0454572315431614
159,0.413083849712411
160,2.02342407571784
161,-0.536223990292298
162,-1.12563143644022
163,0.691960523539153
164,0.544152769228164
165,-1.31272958025759
166,-0.738504695243979
167,-0.771879835572798
168,-0.356024198687953
169,2.53845697522119
170,-0.856971514260214
171,-0.467433898135016
172,1.52777097441881
173,-0.410844080128132
174,-1.74028550763387
175,1.32448382414425
176,0.614512228052969
177,-0.163220323808625
178,2.27229059308835
179,0.0454225082877694
180,0.264521809666235
181,0.369178204189868
182,2.22707162870689
183,-0.59645289291929
184,1.82936299403187
185,0.551758641842855
186,-0.721407852302397
187,0.559060528223898
188,-1.09589827430868
189,0.0547409886956922
190,1.44194008196738
191,-1.77311552224175
192,-0.675940934357933
193,-0.786132724847441
194,-1.31764448453148
195,0.549070809154193
196,2.57165670112515
197,-0.110333936331592
198,-0.181605495366198
199,-0.944370947960529
200,0.520244193492145
201,-0.680553679464511
202,-1.0264556172162
203,0.941623372151596
204,-1.02315107739959
205,-1.45682123024494
206,0.556765323578138
207,-0.741242198470184
208,-1.87180754691702
209,0.0799195306452315
210,0.056515822322675
211,0.0345724768856837
212,-0.453172275938114
213,0.897775365655419
214,-0.0781330201201464
215,0.765817957060827
216,0.118998235735845
217,-0.425977003403103
218,-0.0330595181109106
219,-2.69852069044816
220,0.241853178138273
221,0.365087463387937
222,-0.258143236010195
223,0.678070759736539
224,-0.600596701367724
225,0.45872684316676
226,0.824156991391326
227,-0.435798417426298
228,0.676500340617833
229,-0.520818531141662
230,1.13681550153258
231,1.06049677964955
232,0.324965774820895
233,0.615319890943583
234,0.0773691367967516
235,1.64441362438322
236,-1.73779844001929
237,0.388521586109289
238,1.23038355338581
239,0.40947120090266
240,0.464727642497363
241,-1.14654927740428
242,0.370553069837733
243,-0.0545236859387206
244,-0.160788853360799
245,1.55211661185149
246,1.96975620383165
247,-0.317477042057917
248,-0.572922154664496
249,1.22421848388454
250,1.53575062538849
251,-0.762787301030465
252,0.501056597088183
253,-0.150455248321198
254,-0.108804546952755
255,-1.08724520110935
256,2.19553845237048
257,0.0890150426079611
258,1.84265640846502
259,-0.249340296192825
260,1.44803022355797
261,0.336028721541695
262,0.501288839156271
263,0.691258626365527
264,-0.0525348387439747
265,0.262600403872268
266,0.339379760499263
267,-0.689823559945566
268,1.00318552279539
269,-0.0545123609639595
270,-1.27752627975082
271,1.07302652330948
272,-0.286507524966438
273,0.424530422444464
274,0.248680016323634
275,1.23384063026887
276,-1.38589036607863
277,1.3953401469935
278,-0.789512157476835
279,0.703316601804456
280,-1.63839029760112
281,1.93699427098749
282,-1.61610393499488
283,1.74733502982282
284,-1.94690532988311
285,-0.678722003895617
286,-0.676381722684985
287,0.258986497233419
288,0.760802123468034
289,0.234111949705653
290,-1.88254037607048
291,0.0720248755813624
